timestamp,soil_moisture,air_temperature,air_humidity,VPD,hour_sin,hour_cos,soil_diff_1,soil_diff_3,growth_stage
2026-01-29 02:00:00,47.0,25.6,87.0,0.42676025207100077,0.49999999999999994,0.8660254037844387,1.0,1.0,0
2026-01-29 02:10:00,46.0,25.8,87.0,0.43184732868528375,0.49999999999999994,0.8660254037844387,-1.0,0.0,0
2026-01-29 02:30:00,47.0,25.7,88.0,0.39627435919083487,0.49999999999999994,0.8660254037844387,1.0,1.0,0
2026-01-29 02:40:00,46.0,25.7,89.0,0.3632514959249318,0.49999999999999994,0.8660254037844387,-1.0,-1.0,0
2026-01-29 03:00:00,46.0,25.5,89.0,0.3589692281256931,0.7071067811865476,0.7071067811865476,0.0,0.0,0
2026-01-29 03:10:00,45.0,25.5,88.0,0.39160279431893796,0.7071067811865476,0.7071067811865476,-1.0,-2.0,0
2026-01-29 03:30:00,46.0,25.7,89.0,0.3632514959249318,0.7071067811865476,0.7071067811865476,1.0,0.0,0
2026-01-29 03:50:00,46.0,25.3,89.0,0.3547310349782222,0.7071067811865476,0.7071067811865476,0.0,0.0,0
2026-01-29 04:00:00,47.0,25.7,89.0,0.3632514959249318,0.8660254037844386,0.5000000000000001,1.0,2.0,0
2026-01-29 04:20:00,46.0,25.7,89.0,0.3632514959249318,0.8660254037844386,0.5000000000000001,-1.0,0.0,0
2026-01-29 04:30:00,46.0,25.0,89.0,0.34845554892575326,0.8660254037844386,0.5000000000000001,0.0,0.0,0
2026-01-29 04:50:00,46.0,25.2,89.0,0.3526283467207256,0.8660254037844386,0.5000000000000001,0.0,-1.0,0
2026-01-29 05:00:00,46.0,25.8,89.0,0.3654092781183169,0.9659258262890683,0.25881904510252074,0.0,0.0,0
2026-01-29 05:20:00,46.0,25.2,89.0,0.3526283467207256,0.9659258262890683,0.25881904510252074,0.0,0.0,0
2026-01-29 05:30:00,46.0,25.4,89.0,0.3568446461974544,0.9659258262890683,0.25881904510252074,0.0,0.0,0
2026-01-29 05:50:00,47.0,25.3,90.0,0.3224827590711108,0.9659258262890683,0.25881904510252074,1.0,1.0,0
2026-01-29 06:00:00,46.0,25.6,89.0,0.3611048286754621,1.0,6.123233995736766e-17,-1.0,0.0,0
2026-01-29 06:40:00,100.0,24.0,91.0,0.2685525729449001,1.0,6.123233995736766e-17,54.0,54.0,0
2026-01-29 06:50:00,100.0,24.4,93.0,0.213941885711173,1.0,6.123233995736766e-17,0.0,53.0,0
2026-01-29 07:10:00,100.0,23.7,94.0,0.17583644248119557,0.9659258262890683,-0.25881904510252063,0.0,54.0,0
2026-01-29 07:20:00,100.0,24.4,94.0,0.18337875918100588,0.9659258262890683,-0.25881904510252063,0.0,0.0,0
2026-01-29 07:40:00,100.0,26.7,91.0,0.31527616363509114,0.9659258262890683,-0.25881904510252063,0.0,0.0,0
2026-01-29 07:50:00,100.0,27.0,84.0,0.5704544281297355,0.9659258262890683,-0.25881904510252063,0.0,0.0,0
2026-01-29 08:10:00,100.0,28.1,78.0,0.8364389383729534,0.8660254037844387,-0.4999999999999998,0.0,0.0,0
2026-01-29 08:20:00,100.0,31.1,69.0,1.400652038855148,0.8660254037844387,-0.4999999999999998,0.0,0.0,0
2026-01-29 15:10:00,82.0,34.9,56.0,2.4603386139899452,-0.7071067811865471,-0.7071067811865479,-18.0,-18.0,0
2026-01-29 16:30:00,89.0,31.5,58.0,1.9412689392707123,-0.8660254037844385,-0.5000000000000004,7.0,-11.0,0
2026-01-29 16:40:00,90.0,31.4,63.0,1.700489407159591,-0.8660254037844385,-0.5000000000000004,1.0,-10.0,0
2026-01-29 17:00:00,90.0,30.0,65.0,1.4850727705656546,-0.9659258262890683,-0.25881904510252063,0.0,8.0,0
2026-01-29 17:10:00,90.0,30.0,69.0,1.3153501682152942,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0
2026-01-29 17:30:00,90.0,29.1,71.0,1.1683764827451548,-0.9659258262890683,-0.25881904510252063,0.0,0.0,0
2026-01-29 17:40:00,90.0,29.6,74.0,1.0781372290312143,-0.9659258262890683,-0.25881904510252063,0.0,0.0,0
2026-01-29 18:00:00,100.0,28.3,77.0,0.884686115649366,-1.0,-1.8369701987210297e-16,10.0,10.0,0
2026-01-29 18:10:00,100.0,28.3,79.0,0.8077568882015949,-1.0,-1.8369701987210297e-16,0.0,10.0,0
2026-01-29 18:30:00,100.0,27.2,81.0,0.6854037774798472,-1.0,-1.8369701987210297e-16,0.0,10.0,0
2026-01-29 18:40:00,100.0,27.1,87.0,0.4662203736256374,-1.0,-1.8369701987210297e-16,0.0,0.0,0
2026-01-29 19:00:00,100.0,26.4,86.0,0.48184450083397357,-0.9659258262890684,0.2588190451025203,0.0,0.0,0
2026-01-29 19:10:00,100.0,26.1,89.0,0.3719497993030707,-0.9659258262890684,0.2588190451025203,0.0,0.0,0
2026-01-29 19:30:00,100.0,26.5,89.0,0.3808290594677608,-0.9659258262890684,0.2588190451025203,0.0,0.0,0
2026-01-29 19:40:00,100.0,26.4,91.0,0.3097571791075544,-0.9659258262890684,0.2588190451025203,0.0,0.0,0
2026-01-29 20:00:00,100.0,26.8,91.0,0.3171347633528936,-0.8660254037844386,0.5000000000000001,0.0,0.0,0
2026-01-29 20:10:00,98.0,25.7,91.0,0.29720576939312604,-0.8660254037844386,0.5000000000000001,-2.0,-2.0,0
2026-01-29 20:20:00,96.0,26.6,92.0,0.27860183131647975,-0.8660254037844386,0.5000000000000001,-2.0,-4.0,0
2026-01-29 20:40:00,97.0,25.2,92.0,0.25645697943325496,-0.8660254037844386,0.5000000000000001,1.0,-3.0,0
2026-01-29 20:50:00,95.0,25.6,93.0,0.22979398188438482,-0.8660254037844386,0.5000000000000001,-2.0,-3.0,0
